ID,Name,LinkedIn URL,Locations,Location Phones,HQ Location,HQ Location Phones,Technologies,Industries,Company type,Website,Domain,Headcount,Company description,Revenue,Intent data,shopify
bb032a03-6171-39de-ad7c-d2352728c241,Suestem Clothing,https://www.linkedin.com/company/suestem,"[Germany, Hesse, Herborn, 5 Jahnstraße, 35745]",,"Germany, Hesse, Herborn, 5 Jahnstraße, 35745",,"Shopify, CloudFlare, Booster Page Speed Optimizer, jQuery, Envoy, reCAPTCHA, Google Hosted Libraries, Facebook, Facebook Pixel, Apple Pay, American Express, Priority Hints, Shop Pay, PayPal, X-XSS-Protection, Hotjar, MasterCard, Open Graph, X-Content-Type-Options, VISA, HSTS, HTTP/3, jQuery CDN, Cart Functionality, Google Pay, hCaptcha, DHL, Shopify Product Reviews",Apparel & Fashion,Sole Proprietorship,www.suestem.de,suestem.de,3,Suestem Clothing,1252303,,True
17687289-b2fe-39b8-8641-3b8a2bfe2199,VON DÖRNBERG - MUNICH,https://www.linkedin.com/company/von-dörnberg---munich,"[Germany, Schleswig-holstein, Damp, Gut Dorotheental, 24351], [Germany, Bavaria, Munich, Martin-kollar Straße, 81829]",,"Germany, Bavaria, Munich, Martin-kollar Straße, 81829",,"Shopify, Facebook Pixel",Apparel & Fashion,Privately Held,www.shop.vondornberg.com,vondornberg.com,3,"VON DÖRNBERG – MUNICH is renown for its exceptional craftsmanship and unique design, deeply rooted in the European culture.  Crafted for those who share our passion for timeless aesthetics, cultural heritage, natural materials, and the art of living. Established and still located in Munich since 1983 we ensure the highest attention to quality, fit, and detail in every piece, staying true to our philosophy for enthusiastic customers worldwide.",1252303,,True
f26c0fde-6c27-3d53-aecb-a6a92bcaa16f,Minatorba,https://www.linkedin.com/company/minatorba-gmbh,"[Germany, Schleswig-holstein, Ammersbek, Am Golfplatz], [Germany, Schleswig-holstein, Schleswig-holstein]",,"Germany, Schleswig-holstein, Schleswig-holstein",,"Shopify, VISA, Priority Hints, Facebook Pixel, X-Content-Type-Options, American Express, Apple Pay, PayPal, X-XSS-Protection, Google Ads Conversion Tracking, Google Font API, RSS, Open Graph, Shop Pay, Facebook, MasterCard, Trusted Shops, Boomerang, Klarna Checkout, Google Ads, React, Google Analytics, CloudFlare, Envoy, Google Hosted Libraries, jQuery, Hextom Free Shipping Bar, Google Pay, Elfsight, styled-components, HTTP/3, HSTS, Cart Functionality",Apparel & Fashion,Privately Held,www.minatorba.de,minatorba.de,2,"Einfach nur eine Tasche? Ich habe eine Tasche, die mich schon lange begleitet: in ihr habe ich am Great Barrier Reef meinen Schnorchel verstaut; Jahre später als Studentin in Paris Bücher und Baguettes; wieder ein paar Jahre weiter mein Notebook als Dozentin an der Hochschule und nun finden sich in genau dieser Tasche Wickelutensilien und Kinderbücher wieder. Diese Tasche ist viel mehr als nur eine Tasche. Sie beschützt Dinge, die mir wichtig sind, begleitet mich in allen Lebenslagen und erleichtert mir meinen Alltag. Sie ist langlebig, von hochwertiger Qualität und strapazierfähig. Das Design ist nordisch-schlicht und damit zeitlos. Deine Minatorba als treue Begleiterin. Der Name Minatorba setzt sich zusammen aus dem kroatischen Wort für Tasche („Torba“) und meinem langjährigen Spitznamen „Mina“. Als Halbkroatin lasse ich in meinem Label sowohl norddeutsche als auch kroatische Inspirationen einfließen. Nordisch, schlicht und zurückhaltend, gleichzeitig aber auch präsent und temperamentvoll. Minatorba steht für schlichtes und funktionales Taschendesign mit einer klaren Linie.",1252303,,True
d09adf55-fc48-39b8-b9e7-d907f84a3d3b,JOPAT BACKPACK,https://www.linkedin.com/company/69530972,"[Germany, North Rhine-westphalia, Bonn], [Germany, Bavaria, Munich]",,"Germany, Bavaria, Munich",,"Shopify, Klarna, Apple Pay, Open Graph, X-Content-Type-Options, Google Ads Conversion Tracking, PayPal, MasterCard, Google Font API, Facebook, Flickity, Facebook Pixel, VISA, MailerLite, Priority Hints, X-XSS-Protection, Google Analytics, Google Hosted Libraries, jQuery, Cloudflare Bot Management, CloudFlare, Google Ads, CivicTheme, Cart Functionality, HTTP/3, HSTS, Google Pay, Secomapp, Klarna Checkout, Judge.me, cdnjs",Apparel & Fashion,Self Employed,jopat-backpack.com,jopat-backpack.com,3,"For the JOPAT BACKPACK we focused on an elegant design paired with the functions you need everyday! It combines the requirements for urban- and outdoor adventures. You can also find us on Instagram and Facebook! The JOPAT BACKPACK is completely waterproof, has a 17 inch laptop compartment, a secret compartment on the back-padding and many other features that you can take a closer look at on our homepage. Cheap plastic parts have been avoided and instead, for example, a solid metal buckle for the roll-top closure or an air and waterproof zipper (made in Germany) for the front pocket has been chosen. Thus the backpack is also suitable for stormy rainy days and outdoor trips. Because of the simple and elegant design, it can also be worn with a suit.",1252303,,True
46f0ff96-505f-300d-b10f-115976cb56dc,Yabis Cashmere,https://www.linkedin.com/company/yabis-cashmere,[Germany],,Germany,,"Shopify, Klarna, Facebook Pixel, X-XSS-Protection, American Express, VISA, X-Content-Type-Options, Shop Pay, Priority Hints, Open Graph, PayPal, Facebook, Apple Pay, MasterCard, CloudFlare, Envoy, HTTP/3, Google Pay, Cart Functionality, HSTS, Klarna Checkout",Apparel & Fashion,,www.yabis-cashmere.de,yabis-cashmere.de,4,"Kaschmir ist eine der wertvollsten Naturtextilien berhaupt und wird aus dem weichen und besonderen feinen Unterhaar der Kaschmirziege gewonnen, die in den Hochlandgebieten Mittelasiens lebt. Dieses wird im Fr hjahr w hrend des Fellwechsels vorsichtig von Hand ausgek mmt und in einem kompliziertem Verfahren zu einem hauchd nnen Garn versponnen.",1252303,,True
f16ef707-f6b9-3256-9844-ac395661c1d2,EWA HERZOG,https://www.linkedin.com/company/ewa-herzog,"[Germany, Berlin, Berlin, 75 Düsseldorfer Straße, 10719]",,"Germany, Berlin, Berlin, 75 Düsseldorfer Straße, 10719",,"Shopify, Apple Pay, X-XSS-Protection, Priority Hints, Facebook Pixel, VISA, X-Content-Type-Options, Open Graph, PayPal, MasterCard, Facebook, Shop Pay, American Express, Google Analytics, CloudFlare, jQuery, reCAPTCHA, Google Pay, FancyBox, jQuery CDN, HTTP/3, HSTS, Amazon Pay, Cart Functionality, hCaptcha, Klarna Checkout",Apparel & Fashion,,ewaherzog.com,ewaherzog.com,4,"EWA HERZOG is an apparel & fashion company based out of 75 Düsseldorfer Straße, Berlin, Germany.",1252303,,True
a9639685-ce02-3956-8bc5-35f5e1df78c6,GOODEN Sportswear,https://www.linkedin.com/company/gooden-sportswear,"[Germany, Hamburg, Hamburg, 57 Kieler Strasse]",,"Germany, Hamburg, Hamburg, 57 Kieler Strasse",,"Shopify, HSTS, Google Tag Manager, reCAPTCHA, CivicTheme, Cloudflare Bot Management, Google Analytics, Ruby, Envoy, CloudFlare, Google Font API, Facebook, Omnisend, Shop Pay, PayPal, Open Graph, Facebook Pixel, X-XSS-Protection, VISA, RSS, Stimulus, Ruby on Rails, Priority Hints, X-Content-Type-Options, Apple Pay, MasterCard, Shopify Chat, Omnisend Email Marketing & SMS, hCaptcha, Instafeed, Boomerang, Preact, Babel, HTTP/3, Cart Functionality, Google Pay, YouTube, core-js",Apparel & Fashion,Partnership,www.gooden.de,gooden.de,3,"Empowering & regenerative sportswear for women by women.  🌿 Natural • Ethical • Functional Driven by passion, dedication, and a commitment to conscious sport. At GOODEN, our decisions are guided by our values. Our goal? To shake up the sports fashion industry and make it more sustainable. People and nature are at the forefront of our mission. We stand for sportswear without microplastics, without toxic chemicals on the skin, and for health without external pressure. No more beauty ideals, no more harmful materials – welcome, Superpower! That's us.  That's GOODEN.",1252303,,True
85d827c2-3acd-3677-a36b-045638dcd816,YoRocket,https://www.linkedin.com/company/yorocket,"[Germany, Lower Saxony, Garbsen, 113 Bremer Straße]",,"Germany, Lower Saxony, Garbsen, 113 Bremer Straße",,"Shopify, Klarna, THINK, Google, Klarna Checkout, MailChimp, UPS, Google Analytics, CloudFlare, Envoy, HSTS, Cart Functionality, HTTP/3, Google Pay, VISA, Priority Hints, Apple Pay, Facebook Pixel, MasterCard, Open Graph, American Express, X-XSS-Protection, RSS, Facebook, Shop Pay, X-Content-Type-Options, PayPal",Apparel & Fashion,Sole Proprietorship,www.yorocket.io,yorocket.io,3,"YoRocket, that is Denise, Daniel, and Danny.   We're started in the summer of 2018 to put our idea into action. We three met us at work and were very fast close friends with a conviction to change the way we're living our daily day. We do design socks for all the people they're crazy enough to change something in her life!  As sock enthusiasts, we understand the importance of the role socks plays in our daily lives. They are the first layer of defense that protect our feet from the ground and the shield that works non-stop keeping us comfortable and dry. To us, socks are one of the few articles of clothing we have to express ourselves as unique individuals. YoRocket is a Hannover based start-up with the mission to make your favorite day every day! We're spending hours for hours next to our regular jobs to bring our own company to a successful road. We love what we're doing and you will feel that every day with our socks.",1252303,,True
95f383d4-e03c-35c3-aabe-547dc6a199d8,Beverly Berlin,https://www.linkedin.com/company/beverly-berlin,"[Germany, Berlin, Berlin]",,"Germany, Berlin, Berlin",,"Shopify, React, Klarna, CartKit, Vue.js, PHP, TikTok Pixel, DHL, WP Rocket, Klarna Checkout, Underscore.js, HSTS, Elementor, Nginx, YouTube, MySQL, HTTP/3, Cart Functionality, jQuery Migrate, Google Pay, Google Font API, Open Graph, Priority Hints, Shopify Chat, W3 Total Cache, VISA, MasterCard, Mautic, Facebook, X-XSS-Protection, Swiper, Shop Pay, X-Content-Type-Options, WordPress, PayPal, Facebook Pixel, RSS, Apple Pay, Apache, Google Analytics, jQuery, WooCommerce, reCAPTCHA, CloudFlare, Mouseflow, Font Awesome, Yoast SEO",Apparel & Fashion,Sole Proprietorship,beverly-berlin.com,beverly-berlin.com,3,"Other life newly loved. That is what Beverly Berlin is about.  The Slow Fashion Shop for exceptional fashion, bags and accessories from used clothing, original vintage fabrics and misappropriated materials. Handmade favorite pieces for fashionistas, who are what they want to be: casual, unadjusted, natural and very peculiar. Women who love unusual materials and fresh cuts, who live a conscious lifestyle with heart and respect.  Just because.  For themselves.  The matter.  And a healthy planet.",1252303,,True
c32c11d8-8f45-32ed-883a-b287750eca48,MARKE,https://www.linkedin.com/company/keinemarkegmbh,"[Germany, North Rhine-westphalia, Köln, 14a Weissenburgstraße, 50670]",,"Germany, North Rhine-westphalia, Köln, 14a Weissenburgstraße, 50670",,"Shopify, Typekit, Polyfill, Font Awesome, CloudFlare, Envoy, Adobe Fonts, Priority Hints, X-Content-Type-Options, Open Graph, Apple Pay, Flickity, X-XSS-Protection, PayPal, Cart Functionality, HTTP/3, HSTS",Apparel & Fashion,Privately Held,www.marke-brand.com,marke-brand.com,3,"Driven by the mindset to understand the human spirit and personality as a free, dynamic construct, MARKE creates collections which give each character room to simultaneously explore differing shapes of aesthetic. A rich canon of inspiration, influences of historic decades and and future epoques creates a world that puts product in new context by playing with conventional and alternativ apporaches. Hybridity, fluidity and ecclecticism are paramount roles. Historic and newly developed manufacturing techniques balance the boarders of production of jewelry, textile, accessoires and interior.",1252303,,True
a0c1c898-ad1f-3f70-8bf3-185fda5d7fde,Chalo,https://www.linkedin.com/company/madetochalo,"[Germany, Berlin, Berlin]",,"Germany, Berlin, Berlin",,"Shopify, Preact, Apple Pay, Open Graph, American Express, Flickity, X-Content-Type-Options, Facebook, Omnisend, Priority Hints, MasterCard, Facebook Pixel, Shop Pay, Omnisend Email Marketing & SMS, PayPal, X-XSS-Protection, VISA, Google Analytics, Envoy, CloudFlare, Cloudflare Bot Management, Pixc, Boomerang, Klarna Checkout, HSTS, YouTube, Google Pay, Microsoft Clarity, HTTP/3, Cart Functionality",Apparel & Fashion,Privately Held,www.madetochalo.com,madetochalo.com,3,"Chalo transforms traditional cowboy boots to simple and modern designed boots for you on the go, making them more versatile in form and function, and accessible for daily life. We are writing a new narrative for cowboy boots – designing them to fit into your ""everyday"" and reframing cowboy culture. Our products are designed in Berlin and made in small batches in India. We are grateful to celebrate the talent of local communities and pride of being “Made in India”, alongside the craft we draw inspiration from, in the West. We consciously maintain a small inventory to avoid overproduction. In choosing this approach, we hope to reshape expectations around consumption Chalo (pronounced “Chal - o”) translates from Hindi to “let’s go.” Come along for the journey and take your Chalo’s for a spin!",1252303,,True
4be2cf83-a1a7-3480-a8b4-e6a94056ce8d,Sonho Stories,https://www.linkedin.com/company/sonhostories,"[Germany, Hesse, Frankfurt Am Main, 33a Schifferstr., 60594]",,"Germany, Hesse, Frankfurt Am Main, 33a Schifferstr., 60594",,"Shopify, jQuery, Google Analytics, Google Ads, WooCommerce, Google Hosted Libraries, Apache, React, Envoy, Cloudflare Bot Management, CloudFlare, Font Awesome, Yoast SEO, Apple Pay, Mustache, Google Ads Conversion Tracking, Open Graph, RSS, Priority Hints, MasterCard, VISA, Facebook Pixel, X-XSS-Protection, Transcy, Flickity, Facebook, PayPal, Google Font API, X-Content-Type-Options, American Express, WordPress, Cart Functionality, styled-components, HTTP/3, MySQL, Google Pay, HSTS, Klaviyo, jQuery Migrate, Preact, Revslider, cdnjs, Shopify Product Reviews, Tailwind CSS, Bootstrap, PHP, Klarna Checkout",Apparel & Fashion,,sonhostories.com,sonhostories.com,3,"Hallo, ich bin Hannah und freue mich, dass du hier bist.  Sonho Stories ist gemacht für dich und mich - moderne Menschen, die sich einfach gut kleiden wollen, ohne dabei ihre Werte zu verraten. Die Fair Fashion Alternativen waren mir entweder zu teuer, zu langweilig, zu bunt oder zu polyester-intensiv, also gründete ich einfach selbst! Mit großer Leidenschaft stelle ich heute Kleidungsstücke aus 100% naturbasierten Materialien in einem klaren, zeitlosen Design her. Sie sollen dich lange begleiten. xx Hannah",1252303,,True
387efa03-9509-3cde-9a0f-9d5402e5d35f,Fraas,https://www.linkedin.com/company/fraas,"[Germany, Berlin, Mitte]",,"Germany, Berlin, Mitte",,"Shopify, Cloudflare Bot Management, Google Analytics, Google Hosted Libraries, Google Tag Manager, Google Analytics Enhanced Ecommerce, Shopware, CloudFlare, jQuery, Apache, Hammer.js, Modernizr, DHL, New Relic, PHP, Bootstrap, Klarna Checkout, hCaptcha, HTTP/3, Google Pay, Amazon Pay, HSTS, Cart Functionality, Lightbox, MySQL, Apple Pay, Open Graph, Stimulus, Facebook, X-XSS-Protection, Symfony, SendinBlue, PayPal, VISA, Priority Hints, AOS, Drupal, Facebook Pixel, Google Font API, X-Content-Type-Options, Apache HTTP Server, Shop Pay, MasterCard, Flickity",Apparel & Fashion,,fraas.com,fraas.com,4,"Fraas is an apparel & fashion company based out of Friedrichstr. 55A, Berlin-Mitte, Germany.",1252303,,True
17a390d6-f869-3886-98da-4def9b627efb,HTS Textilvetriebs GmbH,https://www.linkedin.com/company/hts-textilvetriebs-gmbh,"[Germany, Hamburg, Hamburg]",,"Germany, Hamburg, Hamburg",,"Shopify, YouTube, HTTP/3, Cart Functionality, Nginx, Prototype, HSTS, Google Customer Reviews, jQuery CDN, New Relic, Preact, PHP, Magento, Modernizr, Google Plus, Priority Hints, Facebook Pixel, PayPal, X-XSS-Protection, Facebook, Varnish, ZURB Foundation, Open Graph, Hotjar, Hermes, X-Content-Type-Options, JSS, Apple Pay, Google Font API, Google Analytics, Google Tag Manager, Bunny Fonts, jQuery, ShareThis, CloudFlare",Apparel & Fashion,,www.khujo.com,khujo.com,4,"Aus einem anfänglichen Spaß heraus wurde khujo™ dann 2001 als offizielle Trademark registriert. Von diesem Tag an expandierte die Marke in rasender Geschwindigkeit, sogar bis über die Grenzen Europas hinaus. Neben unserer ikonischen Jackenkollektion,mit der alles begann, kamen schnell auch andere Produktgruppen hinzu und schließlich wurde die Kollektion 2010 in eine Komplettkollektion mit Hosen, T-Shirts und Pullovern erweitert. Unsere Reise geht weiter und bringt uns jede Saison neues, enthusiastisch geleitet von unserer ursprünglichen Philosophie: „We do not just want it made, we want it made to wear it ourselves“. khujo™ ist Ausdruck von Individualität in einer kosmopolitischen Gesellschaft. Wir stehen für Wertigkeit, den Einsatz ausgefallener Stoffe und eine aufwendige Verarbeitung in Verbindung mit markanten Designs, geprägt von unserer ganz eigenen Handschrifft. Folgend dem Wabi-Sabi Prinzip sind wir bekannt für die vielen kleinen Details, vor allem die, die erst auf den zweiten Blick entdeckt werden und die unsere Artikel zu wahren Liebhaberstücken",1252303,,True
0e642338-4e21-3891-8eea-4814a0286652,Basedow GmbH & Co. KG,https://www.linkedin.com/company/basedow-gmbh-&-co-kg,[Germany],,Germany,,"Shopify, Apache, Google Analytics, Slider Revolution, jQuery, Font Awesome, Yoast SEO, Twitter Emoji (Twemoji), WPML, Google Font API, Open Graph, Apache HTTP Server, WordPress, RSS, MySQL, Borlabs Cookie, jQuery Migrate, Lodash, PHP, Contact Form 7, TablePress, Revslider, Modernizr",Apparel & Fashion,,basedow-fashion.com,basedow-fashion.com,4,Basedow GmbH & Co. KG is an apparel & fashion company based out of Germany.,1252303,,True
c55ff2b7-f835-3e62-8181-920ec9883f2f,Bentz Fashion,https://www.linkedin.com/company/bentz-fashion,"[Germany, Saarland, Saarbrücken, 28 Bahnhofstraße, 66111]",,"Germany, Saarland, Saarbrücken, 28 Bahnhofstraße, 66111",,"Shopify, Apache HTTP Server, WordPress, RSS, Google Hosted Libraries, DataTables, MailChimp, Preact, Klarna Checkout, PHP, Envoy, X-Content-Type-Options, Yoast SEO, Font Awesome, Slider Revolution, Boomerang, jQuery Migrate, Nginx, MySQL, X-XSS-Protection, Open Graph, Flickity, VISA, PayPal, Smile App, AOS, MasterCard, Priority Hints, Smile, jQuery UI, Google Font API, jQuery, Pixc, CloudFlare, Apache, Google Analytics, Bootstrap, Revslider, Google Maps, YouTube, HTTP/3, OXID eShop, Klaviyo, Cart Functionality, HSTS, Amazon Web Services, Google Tag Manager, Amazon S3",Apparel & Fashion,Privately Held,bentz-saarbruecken.de,bentz-saarbruecken.de,3,"Bei Bentz Fashion finden Sie internationale, bekannte Designer im Bereich Bekleidung, Schuhe und Accessoires für Damen und Herren sowie Lifestyleprodukte. Unser höchster Anspruch an Qualität spiegelt sich auch in unserem Service wieder- familiäre und moderne Atmosphäre,  erfahrene Fashion- und Stilberatungs-Experten, Virtual Shopping Erlebnis, Maßanfertigungen, Änderungsschneiderei, Re-Sale gegen Bentz Gutschein, Lieferservice etc.",1252303,,True
ca8a856b-b473-355d-abb2-315e17162db2,VAY-FIVE5,https://www.linkedin.com/company/82469699,"[Germany, Hesse, Frankfurt Am Main]",,"Germany, Hesse, Frankfurt Am Main",,"Shopify, Klarna, Priority Hints, VISA, PayPal, Apple Pay, MasterCard, Facebook, Shop Pay, American Express, Facebook Pixel, X-Content-Type-Options, Open Graph, RSS, X-XSS-Protection, CloudFlare, HTTP/3, Google Pay, HSTS, Cart Functionality, Klarna Checkout",Apparel & Fashion,Privately Held,vay-five5.com,vay-five5.com,3,"Contemporary, sustainable clothing made to be worn forever.",1252303,,True
3e5cd9f2-54ca-3654-88b2-2bf7f93bd2f4,Melina Bucher,https://www.linkedin.com/company/bucherbags,"[Germany, Baden-württemberg, Mannheim, 15 G6, 68159]",,"Germany, Baden-württemberg, Mannheim, 15 G6, 68159",,"Shopify, AWS, Google Cloud, Google Cloud Platform, Firebase, Klarna, Babel, Klarna Checkout, hCaptcha, Boomerang, DHL, cdnjs, Amazon Pay, core-js, Google Pay, Klaviyo, BugSnag, HSTS, MaxMind, HTTP/3, Cart Functionality, Envoy, PWA, jQuery, Google Hosted Libraries, reCAPTCHA, Google Tag Manager, CloudFlare, Google Analytics, UPS, Ruby, Awin, PayPal, Covet.pics, Apple Pay, RSS, Stimulus, Open Graph, X-XSS-Protection, Hotjar, American Express, VISA, Swiper, POWr, Priority Hints, Facebook Pixel, X-Content-Type-Options, jsDelivr, Facebook, Google Font API, Ruby on Rails, MasterCard",Apparel & Fashion,Privately Held,www.melinabucher.com,melinabucher.com,3,"Das Label Melina Bucher denkt Luxusmode neu. Seit 2019 entwickeln wir Handtaschen, die feinste Handwerkskunst und intelligentes Design mit Empathie und Nachhaltigkeit verbinden. Alle Produkte werden aus innovativen Materialien in kleinen europäischen Manufakturen sorgfältig von Hand gefertigt. Das Label hat das Ziel, Wegbereiter für eine ehrliche, transparente Luxusmode zu werden. Unser Impressum und unsere Datenschutzerklärung sind unter folgendem Link abrufbar: https://www.melinabucher.com/de/pages/impressum-und-datenschutz",1252303,,True
ce509ab4-bc51-38ce-9507-2180ef17bec2,Chanta,https://www.linkedin.com/company/14827798,"[Germany, Berlin, Berlin, 1 Sigmaringerstrasse, 10713]",,"Germany, Berlin, Berlin, 1 Sigmaringerstrasse, 10713",,"Shopify, Nextsale, Cart Functionality, Svelte, HTTP/3, Google Pay, HSTS, Handlebars, PHP, Amazon S3, Judge.me, Modernizr, Klarna Checkout, jQuery, CivicTheme, Google Analytics, Font Awesome, Amazon Web Services, CloudFlare, Google Hosted Libraries, VISA, PayPal, Priority Hints, Shopify Consent Management, Facebook, Open Graph, Apple Pay, X-Content-Type-Options, Shop Pay, MasterCard, American Express, Facebook Pixel, X-XSS-Protection",Apparel & Fashion,Sole Proprietorship,chantabag.com,chantabag.com,3,Streetstyle Bags and Accessoires made in Berlin,1252303,,True
b74a457c-a855-33d0-aee1-d67e388ed0fc,Des FILLES Désir,https://www.linkedin.com/company/74034943,"[Germany, Berlin, Berlin, 10409]",,"Germany, Berlin, Berlin, 10409",,"Shopify, Klarna, Cart Functionality, HTTP/3, HSTS, Google Pay, Modernizr, Facebook Pixel, Apple Pay, RSS, PayPal, X-Content-Type-Options, Facebook, Omnisend, Priority Hints, X-XSS-Protection, Open Graph, Omnisend Email Marketing & SMS, Envoy, CloudFlare, reCAPTCHA, jQuery",Apparel & Fashion,Privately Held,desfillesdesir.com,desfillesdesir.com,3,Conceptual womenswear for everyday purposes.,1252303,,True
24b0e2b9-7cc3-35b1-9560-77b1786c4466,LevelOne Fashion,https://www.linkedin.com/company/levelone-fashion,"[Germany, North Rhine-westphalia, Gütersloh, 21 Carl-bertelsmann Straße, 33332]",,"Germany, North Rhine-westphalia, Gütersloh, 21 Carl-bertelsmann Straße, 33332",,"Shopify, Google, Doubleclick, Facebook Pixel, Facebook, Google Analytics, Bootstrap, Vue.js",Apparel & Fashion,,levelonefashion.de,levelonefashion.de,3,Wir leben und lieben Fashion über alles! Seit 2020 vertreiben wir ausgewählte und modernste Damenbekleidung über unseren Online Shop.,1252303,,True
0ae88c38-d538-33ec-9d92-1d737ba91133,BORN ON MELROSE,https://www.linkedin.com/company/born-on-melrose,"[Germany, North Rhine-westphalia, Köln, 16-18 Brügelmannstraße, 50679]",,"Germany, North Rhine-westphalia, Köln, 16-18 Brügelmannstraße, 50679",,"Shopify, Google Font API, Facebook, Facebook Pixel, Google Analytics, jQuery",Apparel & Fashion,Sole Proprietorship,www.bornonmelrose.com,bornonmelrose.com,3,,1252303,,True
b8bbc3b3-43ca-3083-b612-025bd0212d0b,PANTO_Official,https://www.linkedin.com/company/panto-official,"[Germany, Baden-württemberg, Theodor-veiel-str]",,"Germany, Baden-württemberg, Theodor-veiel-str",,"Shopify, MailChimp, hCaptcha, HSTS, Cart Functionality, HTTP/3, Bunny, Apple Pay, Priority Hints, Facebook Pixel, X-Content-Type-Options, Akamai, X-XSS-Protection, Open Graph, PayPal, Facebook, GTranslate app, CloudFlare, Google Hosted Libraries, Google Analytics, jQuery, Akamai Bot Manager, reCAPTCHA",Apparel & Fashion,Sole Proprietorship,panto-shop.com,panto-shop.com,3,"PANTO steht für zeitlos anmutende Ledertaschen, welche noch in echter Handarbeit gefertigt werden. Unsere Taschen werden in Stuttgart entworfen und in Istanbul unter fairen Bedingungen hergestellt.",1252303,,True
33bd67fc-f26e-3106-bd87-52ba8aee8304,ROHBAU Your Style Your Store,https://www.linkedin.com/company/rohbau-your-style-your-store,"[Germany, Bavaria, Schweinfurt, 1 Keßlergasse, 97421]",,"Germany, Bavaria, Schweinfurt, 1 Keßlergasse, 97421",,"Shopify, CloudFlare, Envoy, Google Hosted Libraries, Font Awesome, Google Analytics, reCAPTCHA, jQuery, HSTS, YouTube, HTTP/3, Cart Functionality, PayPal Marketing Solutions, Google Pay, Bunny, FancyBox, Apple Pay, Facebook Pixel, Priority Hints, X-XSS-Protection, X-Content-Type-Options, Open Graph, MasterCard, PayPal, VISA, American Express, Facebook, MailChimp, Klarna Checkout, Microsoft Ajax Content Delivery Network, Handlebars, hCaptcha",Apparel & Fashion,,rohbau-shop.de,rohbau-shop.de,3,"Damen und Herren Mode sowie eigener Online Shop. Wir führen internationale Fashion Brands wie Olymp, Only, Only&Sons, Selected, Mavi, Ltb, Urban Classics, Lindbergh, Yas, Authentic Style, Jack&Jones, Vila, Pieces, JJXX und viele mehr. Besuche uns auf Instagram und Facebook oder direkt in unseren Stores. Open Stores: Montag bis Freitag 10.00 - 18.30 Uhr  Samstag 10.00 - 18.00 Uhr Die perfekte Geschenk Idee: Store Gutscheine, Im Online Shop oder in unseren Stores erhältlich. Du möchtest deine Crew in einem einheitlichen Look glänzen lassen? Sprich uns gerne darauf an!",1252303,,True
e0050dd7-44ec-3287-86a7-fc34821bdd27,Who Said,https://www.linkedin.com/company/who-said-claudia-voigt-e-k,"[Germany, Berlin, Handjerystraße]",,"Germany, Berlin, Handjerystraße",,"Shopify, Cart Functionality, AdScale, HTTP/3, HSTS, Google Pay, jQuery CDN, Bunny, Envoy, CloudFlare, jQuery, Google Tag Manager, Microsoft Advertising, Booster Page Speed Optimizer, Cloudflare Bot Management, Google Hosted Libraries, Google Analytics, X-Content-Type-Options, Priority Hints, Hotjar, Omnisend, PayPal, Mautic, X-XSS-Protection, Taboola, MasterCard, Facebook, Facebook Pixel, Shop Pay, Open Graph, VISA, Flickity, Apple Pay, Handlebars, Trusted Shops, Preact, TikTok Pixel",Apparel & Fashion,,www.who-said.de,who-said.de,3,Who said Pink is for Girls? Wir sind ein Crossgender-Kinderbekleidungslabel aus Berlin mit einer Leidenschaft für starke Farben und Motive. Wir machen fröhliche Kleidung frei von Geschlechtsstereotypen. Farben sind für Alle da! Farben sind für alle da!,1252303,,True
3a3520f6-4287-39f3-8e73-f545210bb307,Banspo,https://www.linkedin.com/company/70951537,"[Germany, Baden-württemberg, Ulm, Neunkirchenweg, 89077]",,"Germany, Baden-württemberg, Ulm, Neunkirchenweg, 89077",,"Shopify, Klarna, HSTS, HTTP/3, Cart Functionality, Google Pay, jQuery, Envoy, Cloudflare Bot Management, CloudFlare, Open Graph, American Express, Apple Pay, X-XSS-Protection, Shop Pay, VISA, X-Content-Type-Options, PayPal, Priority Hints, MasterCard, Preact, cdnjs, Klarna Checkout",Apparel & Fashion,Sole Proprietorship,banspo.com,banspo.com,3,affordable gym wear,1252303,,True
